row_number,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
929,2040,Europe,Swaziland,5160000,560000,2130000,50000,60000,10000,20000,20000,8000000
930,2040,Middle East-North Africa,Syria,1610000,29130000,640000,         <10000,         <10000,         <10000,         <10000,         <10000,31390000
931,2040,Asia-Pacific,Taiwan,1370000,10000,3470000,         <10000,4520000,9340000,3120000,         <10000,21840000
932,2040,Asia-Pacific,Tajikistan,230000,10750000,170000,         <10000,         <10000,         <10000,         <10000,         <10000,11170000
933,2040,Sub-Saharan Africa,Tanzania,71650000,34740000,2230000,50000,         <10000,480000,20000,         <10000,109180000
934,2040,Asia-Pacific,Thailand,710000,5230000,210000,110000,64460000,60000,         <10000,         <10000,70790000
935,2040,Asia-Pacific,Timor-Leste,2530000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,2540000
936,2040,Sub-Saharan Africa,Togo,3710000,1350000,610000,         <10000,         <10000,3900000,50000,         <10000,9640000
937,2040,Asia-Pacific,Tokelau,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
938,2040,Asia-Pacific,Tonga,180000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,180000
939,2040,Latin America-Caribbean,Trinidad and Tobago,880000,70000,20000,280000,         <10000,30000,20000,         <10000,1310000
940,2040,Middle East-North Africa,Tunisia,30000,12410000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,12470000
941,2040,Asia-Pacific,Turkey,450000,88160000,1070000,         <10000,50000,30000,190000,30000,89980000
942,2040,Asia-Pacific,Turkmenistan,430000,6210000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,6680000
943,2040,Latin America-Caribbean,Turks and Caicos Islands,40000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,40000
944,2040,Asia-Pacific,Tuvalu,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
945,2040,Sub-Saharan Africa,Uganda,65940000,10380000,400000,240000,         <10000,670000,90000,         <10000,77720000
946,2040,Europe,Ukraine,33810000,1120000,3230000,60000,30000,30000,10000,30000,38310000
947,2040,Middle East-North Africa,United Arab Emirates,1290000,7310000,110000,900000,270000,20000,60000,         <10000,9970000
948,2040,Europe,United Kingdom,33410000,6360000,24850000,1260000,560000,170000,540000,240000,67380000
949,2040,North America,United States,260640000,6610000,89050000,4020000,5160000,1610000,4790000,5510000,377390000
950,2040,Latin America-Caribbean,U.S. Virgin Islands,110000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
951,2040,Latin America-Caribbean,Uruguay,2030000,         <10000,1510000,         <10000,         <10000,30000,10000,         <10000,3590000
952,2040,Asia-Pacific,Uzbekistan,580000,34500000,240000,         <10000,10000,20000,         <10000,         <10000,35360000
953,2040,Asia-Pacific,Vanuatu,410000,         <10000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,440000
954,2040,Latin America-Caribbean,Venezuela,34730000,120000,3640000,         <10000,         <10000,240000,30000,         <10000,38770000
955,2040,Asia-Pacific,Vietnam,9060000,200000,31460000,         <10000,16640000,46230000,430000,         <10000,104020000
956,2040,Asia-Pacific,Wallis and Futuna,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
957,2040,Middle East-North Africa,W. Sahara,         <10000,710000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,710000
958,2040,Middle East-North Africa,Yemen,70000,50920000,50000,320000,         <10000,         <10000,         <10000,         <10000,51370000
959,2040,Sub-Saharan Africa,Zambia,32190000,300000,210000,40000,         <10000,120000,340000,         <10000,33200000
960,2040,Sub-Saharan Africa,Zimbabwe,15350000,180000,1340000,         <10000,         <10000,820000,50000,         <10000,17760000
961,2040,Sub-Saharan Africa,S. Sudan,11040000,1130000,90000,         <10000,         <10000,6000000,         <10000,         <10000,18260000
962,2040,Latin America-Caribbean,Curacao,170000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,180000
963,2040,Latin America-Caribbean,Sint Maarten,60000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
964,2040,Latin America-Caribbean,Caribbean Netherlands,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
972,2050,Asia-Pacific,Afghanistan,70000,72190000,20000,30000,20000,         <10000,60000,         <10000,72380000
973,2050,Europe,Albania,380000,2420000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,2810000
974,2050,Middle East-North Africa,Algeria,70000,45620000,850000,         <10000,         <10000,10000,         <10000,         <10000,46580000
975,2050,Asia-Pacific,American Samoa,60000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
976,2050,Europe,Andorra,90000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
977,2050,Sub-Saharan Africa,Angola,37550000,80000,2150000,         <10000,         <10000,1690000,         <10000,         <10000,41470000
978,2050,Latin America-Caribbean,Anguilla,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
979,2050,Latin America-Caribbean,Antigua and Barbuda,110000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
980,2050,Latin America-Caribbean,Argentina,43220000,370000,5720000,         <10000,20000,290000,110000,170000,49910000
981,2050,Asia-Pacific,Armenia,3140000,40000,40000,         <10000,         <10000,         <10000,         <10000,         <10000,3230000
982,2050,Latin America-Caribbean,Aruba,90000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
983,2050,Asia-Pacific,Australia,13700000,1420000,11780000,660000,890000,250000,280000,150000,29120000
984,2050,Europe,Austria,6140000,750000,1460000,20000,40000,20000,20000,20000,8460000
985,2050,Asia-Pacific,Azerbaijan,210000,11080000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,11300000
986,2050,Latin America-Caribbean,Bahamas,400000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,410000
987,2050,Middle East-North Africa,Bahrain,220000,1260000,40000,190000,70000,         <10000,         <10000,         <10000,1790000
988,2050,Asia-Pacific,Bangladesh,650000,182360000,         <10000,14470000,1200000,130000,130000,         <10000,198960000
989,2050,Latin America-Caribbean,Barbados,250000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,260000
990,2050,Europe,Belarus,6060000,200000,2230000,         <10000,         <10000,         <10000,         <10000,         <10000,8510000
991,2050,Europe,Belgium,5870000,1310000,3740000,40000,60000,50000,20000,30000,11120000
992,2050,Latin America-Caribbean,Belize,470000,         <10000,50000,         <10000,         <10000,         <10000,         <10000,         <10000,540000
993,2050,Sub-Saharan Africa,Benin,10450000,5880000,1240000,         <10000,         <10000,3960000,         <10000,         <10000,21530000
994,2050,North America,Bermuda,50000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
995,2050,Asia-Pacific,Bhutan,         <10000,         <10000,         <10000,220000,740000,20000,         <10000,         <10000,990000
996,2050,Latin America-Caribbean,Bolivia,16010000,         <10000,690000,         <10000,10000,130000,140000,         <10000,17000000
997,2050,Europe,Bosnia and Herz.,1270000,1290000,50000,         <10000,         <10000,         <10000,         <10000,         <10000,2620000
998,2050,Sub-Saharan Africa,Botswana,2250000,50000,320000,         <10000,         <10000,50000,10000,         <10000,2680000
999,2050,Latin America-Caribbean,Brazil,192640000,50000,20740000,         <10000,220000,9000000,280000,90000,223020000
1000,2050,Latin America-Caribbean,British Virgin Islands,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
1001,2050,Asia-Pacific,Brunei,50000,380000,         <10000,         <10000,40000,30000,         <10000,         <10000,510000
1002,2050,Europe,Bulgaria,4080000,770000,320000,         <10000,         <10000,         <10000,         <10000,         <10000,5180000
1003,2050,Sub-Saharan Africa,Burkina Faso,9610000,32200000,320000,         <10000,         <10000,7720000,         <10000,         <10000,49860000
1004,2050,Sub-Saharan Africa,Burundi,12490000,440000,         <10000,         <10000,         <10000,870000,         <10000,         <10000,13800000
1005,2050,Asia-Pacific,Cambodia,70000,410000,40000,         <10000,19090000,120000,         <10000,         <10000,19740000
1006,2050,Sub-Saharan Africa,Cameroon,25820000,8410000,1750000,         <10000,         <10000,1180000,1030000,         <10000,38200000
1007,2050,North America,Canada,24640000,2260000,10470000,1070000,600000,570000,780000,560000,40940000
1008,2050,Sub-Saharan Africa,Cape Verde,650000,         <10000,60000,         <10000,         <10000,         <10000,         <10000,         <10000,720000
1009,2050,Latin America-Caribbean,Cayman Islands,60000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,70000
1010,2050,Sub-Saharan Africa,Central African Rep.,7560000,860000,80000,         <10000,         <10000,90000,         <10000,         <10000,8590000
1011,2050,Sub-Saharan Africa,Chad,11790000,14900000,520000,         <10000,         <10000,360000,40000,         <10000,27620000
1012,2050,Europe,Channel Islands,120000,         <10000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,140000
1013,2050,Latin America-Caribbean,Chile,17330000,20000,2420000,         <10000,10000,260000,40000,30000,20120000
1014,2050,Asia-Pacific,China,70800000,35290000,663080000,50000,241580000,284950000,9250000,         <10000,1305010000
1015,2050,Latin America-Caribbean,Colombia,56560000,20000,4430000,         <10000,         <10000,530000,50000,         <10000,61590000
1016,2050,Sub-Saharan Africa,Comoros,         <10000,1800000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,1830000
1017,2050,Sub-Saharan Africa,Congo,8100000,100000,680000,         <10000,         <10000,250000,90000,         <10000,9230000
1018,2050,Sub-Saharan Africa,Dem. Rep. Congo,141790000,2490000,2490000,80000,         <10000,1080000,190000,         <10000,148120000
1019,2050,Asia-Pacific,Cook Islands,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
1020,2050,Latin America-Caribbean,Costa Rica,5720000,         <10000,530000,         <10000,         <10000,60000,20000,         <10000,6330000
1021,2050,Sub-Saharan Africa,Côte d'Ivoire,16490000,14820000,3550000,         <10000,20000,4770000,80000,         <10000,39740000
1022,2050,Europe,Croatia,3520000,70000,160000,         <10000,         <10000,         <10000,         <10000,         <10000,3760000
1023,2050,Latin America-Caribbean,Cuba,5580000,         <10000,2270000,20000,         <10000,1770000,         <10000,         <10000,9670000
1024,2050,Asia-Pacific,Cyprus,990000,360000,50000,10000,20000,         <10000,         <10000,         <10000,1430000
1025,2050,Europe,Czech Rep.,1820000,100000,7700000,         <10000,60000,70000,         <10000,         <10000,9760000
1026,2050,Europe,Denmark,4570000,500000,640000,50000,50000,         <10000,         <10000,         <10000,5820000
1027,2050,Sub-Saharan Africa,Djibouti,40000,1500000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,1550000
1028,2050,Latin America-Caribbean,Dominica,70000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,80000
1029,2050,Latin America-Caribbean,Dominican Rep.,12080000,10000,1450000,         <10000,         <10000,120000,10000,         <10000,13690000
1030,2050,Latin America-Caribbean,Ecuador,18780000,20000,1170000,         <10000,         <10000,60000,         <10000,         <10000,20050000
1031,2050,Middle East-North Africa,Egypt,4600000,119530000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,124130000
1032,2050,Latin America-Caribbean,El Salvador,6040000,         <10000,800000,         <10000,         <10000,30000,20000,         <10000,6890000
1033,2050,Sub-Saharan Africa,Eq. Guinea,1210000,60000,70000,         <10000,         <10000,20000,         <10000,         <10000,1360000
1034,2050,Sub-Saharan Africa,Eritrea,7040000,4090000,10000,         <10000,         <10000,40000,         <10000,         <10000,11190000
1035,2050,Europe,Estonia,420000,         <10000,620000,         <10000,         <10000,         <10000,         <10000,         <10000,1040000
1036,2050,Sub-Saharan Africa,Ethiopia,84770000,57960000,90000,         <10000,         <10000,2500000,20000,         <10000,145350000
1037,2050,Europe,Faeroe Islands,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
1038,2050,Latin America-Caribbean,Falkland Is.,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1039,2050,Asia-Pacific,Fiji,790000,80000,10000,340000,         <10000,         <10000,         <10000,         <10000,1230000
1040,2050,Europe,Finland,4040000,190000,1290000,10000,30000,         <10000,         <10000,         <10000,5570000
1041,2050,Europe,France,29900000,7540000,30570000,70000,400000,330000,130000,350000,69300000
1042,2050,Latin America-Caribbean,French Guiana,360000,         <10000,20000,         <10000,         <10000,30000,         <10000,         <10000,440000
1043,2050,Asia-Pacific,French Polynesia,310000,         <10000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,330000
1044,2050,Sub-Saharan Africa,Gabon,2180000,490000,190000,         <10000,         <10000,170000,20000,         <10000,3050000
1045,2050,Sub-Saharan Africa,Gambia,160000,4620000,         <10000,         <10000,         <10000,30000,         <10000,         <10000,4830000
1046,2050,Europe,Georgia,2950000,490000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,3470000
1047,2050,Europe,Germany,41650000,7000000,20910000,80000,260000,50000,90000,190000,70220000
1048,2050,Sub-Saharan Africa,Ghana,33490000,11030000,1730000,30000,         <10000,3030000,50000,         <10000,49360000
1049,2050,Europe,Gibraltar,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
1050,2050,Europe,Greece,8720000,790000,550000,30000,         <10000,10000,10000,         <10000,10120000
1051,2050,North America,Greenland,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
1052,2050,Latin America-Caribbean,Grenada,140000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,150000
1053,2050,Latin America-Caribbean,Guadeloupe,500000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,520000
1054,2050,Asia-Pacific,Guam,230000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,250000
1055,2050,Latin America-Caribbean,Guatemala,28900000,         <10000,1060000,         <10000,         <10000,200000,20000,         <10000,30210000
1056,2050,Sub-Saharan Africa,Guinea,2300000,19560000,410000,         <10000,20000,600000,         <10000,         <10000,22890000
1057,2050,Sub-Saharan Africa,Guinea-Bissau,490000,1480000,140000,         <10000,         <10000,930000,         <10000,         <10000,3040000
1058,2050,Latin America-Caribbean,Guyana,780000,60000,20000,190000,         <10000,         <10000,         <10000,         <10000,1050000
1059,2050,Latin America-Caribbean,Haiti,12830000,         <10000,1670000,         <10000,         <10000,290000,40000,         <10000,14830000
1060,2050,Europe,Vatican City,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1061,2050,Latin America-Caribbean,Honduras,10860000,20000,1250000,         <10000,20000,150000,80000,         <10000,12380000
1062,2050,Asia-Pacific,Hong Kong,1470000,250000,3820000,60000,1040000,1040000,100000,         <10000,7770000
1063,2050,Europe,Hungary,6500000,30000,1990000,         <10000,         <10000,         <10000,         <10000,         <10000,8540000
1064,2050,Europe,Iceland,370000,         <10000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,410000
1065,2050,Asia-Pacific,India,36740000,310660000,830000,1297960000,11080000,7960000,26050000,         <10000,1691280000
1066,2050,Asia-Pacific,Indonesia,33200000,256820000,240000,4150000,1740000,700000,410000,         <10000,297260000
1067,2050,Asia-Pacific,Iran,60000,86190000,70000,20000,         <10000,         <10000,120000,         <10000,86460000
1068,2050,Middle East-North Africa,Iraq,490000,80190000,90000,         <10000,         <10000,         <10000,20000,         <10000,80790000
1069,2050,Europe,Ireland,5540000,200000,800000,40000,20000,20000,         <10000,         <10000,6640000
1070,2050,Europe,Isle of Man,80000,         <10000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
1071,2050,Middle East-North Africa,Israel,230000,2870000,340000,         <10000,30000,30000,20000,8180000,11690000
1072,2050,Europe,Italy,40800000,5320000,9160000,300000,240000,150000,60000,40000,56080000
1073,2050,Latin America-Caribbean,Jamaica,2370000,         <10000,520000,         <10000,         <10000,140000,30000,         <10000,3070000
1074,2050,Asia-Pacific,Japan,2570000,310000,72980000,80000,27030000,630000,4180000,         <10000,107780000
1075,2050,Middle East-North Africa,Jordan,240000,10990000,20000,20000,60000,         <10000,         <10000,         <10000,11340000
1076,2050,Asia-Pacific,Kazakhstan,3980000,16770000,610000,10000,100000,130000,60000,         <10000,21680000
1077,2050,Sub-Saharan Africa,Kenya,79810000,12920000,2270000,100000,         <10000,1180000,860000,         <10000,97150000
1078,2050,Asia-Pacific,Kiribati,150000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,160000
1079,2050,Europe,Kosovo,90000,1880000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,1970000
1080,2050,Middle East-North Africa,Kuwait,550000,3260000,         <10000,510000,340000,20000,10000,         <10000,4710000
1081,2050,Asia-Pacific,Kyrgyzstan,580000,7600000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,8220000
1082,2050,Asia-Pacific,Lao PDR,140000,         <10000,80000,         <10000,5270000,3680000,70000,         <10000,9260000
1083,2050,Europe,Latvia,930000,         <10000,770000,         <10000,         <10000,         <10000,         <10000,         <10000,1720000
1084,2050,Middle East-North Africa,Lebanon,1860000,2990000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,4870000
1085,2050,Sub-Saharan Africa,Lesotho,2620000,         <10000,70000,         <10000,         <10000,         <10000,         <10000,         <10000,2700000
1086,2050,Sub-Saharan Africa,Liberia,8410000,1190000,130000,         <10000,         <10000,110000,10000,         <10000,9840000
1087,2050,Middle East-North Africa,Libya,240000,8750000,20000,         <10000,30000,         <10000,         <10000,         <10000,9050000
1088,2050,Europe,Liechtenstein,40000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,40000
1089,2050,Europe,Lithuania,2270000,         <10000,210000,         <10000,         <10000,         <10000,         <10000,         <10000,2490000
1090,2050,Europe,Luxembourg,370000,10000,130000,         <10000,         <10000,         <10000,         <10000,         <10000,520000
1091,2050,Asia-Pacific,Macau,40000,         <10000,80000,         <10000,90000,320000,         <10000,         <10000,540000
1092,2050,Europe,Republic of Macedonia,710000,930000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,1650000
1093,2050,Sub-Saharan Africa,Madagascar,44400000,1730000,4620000,40000,20000,2760000,50000,         <10000,53620000
1094,2050,Sub-Saharan Africa,Malawi,41880000,6420000,690000,40000,         <10000,780000,30000,         <10000,49840000
1095,2050,Asia-Pacific,Malaysia,4230000,32720000,200000,2270000,4870000,870000,30000,         <10000,45190000
1096,2050,Asia-Pacific,Maldives,         <10000,400000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,410000
1097,2050,Sub-Saharan Africa,Mali,970000,39830000,270000,         <10000,         <10000,1580000,         <10000,         <10000,42660000
1098,2050,Europe,Malta,350000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,360000
1099,2050,Asia-Pacific,Marshall Islands,70000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,70000
1100,2050,Latin America-Caribbean,Martinique,400000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,420000
1101,2050,Sub-Saharan Africa,Mauritania,20000,7270000,         <10000,         <10000,         <10000,40000,         <10000,         <10000,7340000
1102,2050,Sub-Saharan Africa,Mauritius,410000,220000,10000,600000,         <10000,         <10000,         <10000,         <10000,1260000
1103,2050,Sub-Saharan Africa,Mayotte,         <10000,490000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,490000
1104,2050,Latin America-Caribbean,Mexico,130150000,10000,11950000,         <10000,10000,80000,20000,100000,142330000
1105,2050,Asia-Pacific,Federated States of Micronesia,190000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,200000
1106,2050,Europe,Moldova,2470000,40000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,2550000
1107,2050,Europe,Monaco,50000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
1108,2050,Asia-Pacific,Mongolia,90000,170000,1540000,         <10000,2170000,140000,         <10000,         <10000,4110000
1109,2050,Europe,Montenegro,430000,160000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,610000
1110,2050,Latin America-Caribbean,Montserrat,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1111,2050,Middle East-North Africa,Morocco,10000,39950000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,39970000
1112,2050,Sub-Saharan Africa,Mozambique,29400000,7390000,8220000,30000,         <10000,3950000,         <10000,         <10000,49000000
1113,2050,Asia-Pacific,Burma (Myanmar),4420000,2630000,260000,910000,44710000,3040000,90000,         <10000,56060000
1114,2050,Sub-Saharan Africa,Namibia,3450000,10000,70000,         <10000,         <10000,         <10000,         <10000,         <10000,3550000
1115,2050,Asia-Pacific,Nauru,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
1116,2050,Asia-Pacific,Nepal,220000,3160000,120000,38120000,4380000,1710000,40000,         <10000,47740000
1117,2050,Europe,Netherlands,6750000,1600000,8380000,130000,80000,50000,40000,30000,17050000
1118,2050,Asia-Pacific,New Caledonia,270000,         <10000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,310000
1119,2050,Asia-Pacific,New Zealand,2610000,160000,2640000,210000,130000,30000,60000,10000,5850000
1120,2050,Latin America-Caribbean,Nicaragua,6930000,         <10000,1160000,         <10000,         <10000,110000,10000,         <10000,8220000
1121,2050,Sub-Saharan Africa,Niger,630000,53660000,430000,         <10000,         <10000,80000,         <10000,         <10000,54810000
1122,2050,Sub-Saharan Africa,Nigeria,154840000,230700000,1290000,         <10000,30000,7120000,170000,         <10000,394150000
1123,2050,Asia-Pacific,Niue,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1124,2050,Asia-Pacific,Dem. Rep. Korea,520000,         <10000,18800000,         <10000,400000,3260000,3400000,         <10000,26380000
1125,2050,Asia-Pacific,Northern Mariana Islands,40000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,50000
1126,2050,Europe,Norway,4310000,520000,850000,50000,90000,10000,10000,         <10000,5850000
1127,2050,Middle East-North Africa,Oman,250000,4010000,20000,260000,20000,         <10000,30000,         <10000,4590000
1128,2050,Asia-Pacific,Pakistan,4250000,273110000,30000,5630000,30000,40000,30000,         <10000,283110000
1129,2050,Asia-Pacific,Palau,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
1130,2050,Middle East-North Africa,Palestinian territories,140000,9850000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000000
1131,2050,Latin America-Caribbean,Panama,4610000,40000,280000,         <10000,10000,30000,20000,20000,5020000
1132,2050,Asia-Pacific,Papua New Guinea,13400000,         <10000,         <10000,         <10000,         <10000,60000,30000,         <10000,13510000
1133,2050,Latin America-Caribbean,Paraguay,10060000,         <10000,120000,         <10000,         <10000,190000,20000,         <10000,10390000
1134,2050,Latin America-Caribbean,Peru,37740000,         <10000,1320000,         <10000,60000,390000,130000,         <10000,39640000
1135,2050,Asia-Pacific,Philippines,143550000,9440000,140000,         <10000,140000,2560000,250000,         <10000,156090000
1136,2050,Europe,Poland,28880000,80000,4270000,         <10000,10000,         <10000,         <10000,10000,33280000
1137,2050,Europe,Portugal,7500000,110000,980000,10000,20000,60000,         <10000,         <10000,8690000
1138,2050,Latin America-Caribbean,Puerto Rico,3330000,         <10000,90000,         <10000,         <10000,30000,         <10000,         <10000,3480000
1139,2050,Middle East-North Africa,Qatar,470000,2390000,20000,630000,150000,30000,10000,         <10000,3700000
1140,2050,Sub-Saharan Africa,Reunion,950000,50000,20000,50000,         <10000,         <10000,10000,         <10000,1080000
1141,2050,Europe,Romania,16270000,70000,20000,         <10000,         <10000,         <10000,         <10000,         <10000,16370000
1142,2050,Europe,Russia,88440000,20860000,13960000,140000,170000,270000,20000,110000,123960000
1143,2050,Sub-Saharan Africa,Rwanda,24610000,850000,810000,20000,         <10000,120000,50000,         <10000,26470000
1144,2050,Sub-Saharan Africa,St. Helena,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1145,2050,Latin America-Caribbean,St. Kitts and Nevis,60000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,70000
1146,2050,Latin America-Caribbean,St. Lucia,200000,         <10000,10000,         <10000,         <10000,         <10000,         <10000,         <10000,210000
1147,2050,North America,St. Pierre and Miquelon,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1148,2050,Latin America-Caribbean,St. Vincent and the Grenadines,120000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,130000
1149,2050,Asia-Pacific,Samoa,360000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,370000
1150,2050,Europe,San Marino,30000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,30000
1151,2050,Sub-Saharan Africa,Sao Tome and Principe,260000,         <10000,50000,         <10000,         <10000,10000,         <10000,         <10000,320000
1152,2050,Middle East-North Africa,Saudi Arabia,1830000,42490000,230000,710000,180000,110000,80000,         <10000,45630000
1153,2050,Sub-Saharan Africa,Senegal,720000,27560000,         <10000,         <10000,         <10000,10000,         <10000,         <10000,28290000
1154,2050,Europe,Serbia,5480000,500000,210000,         <10000,         <10000,         <10000,         <10000,         <10000,6200000
1155,2050,Sub-Saharan Africa,Seychelles,90000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,100000
1156,2050,Sub-Saharan Africa,Sierra Leone,2040000,8850000,10000,         <10000,         <10000,90000,10000,         <10000,11000000
1157,2050,Asia-Pacific,Singapore,1350000,1690000,1270000,790000,2140000,220000,450000,10000,7910000
1158,2050,Europe,Slovakia,4160000,40000,990000,         <10000,10000,10000,         <10000,         <10000,5230000
1159,2050,Europe,Slovenia,1300000,80000,350000,         <10000,         <10000,         <10000,         <10000,         <10000,1740000
1160,2050,Asia-Pacific,Solomon Is.,1130000,         <10000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,1160000
1161,2050,Sub-Saharan Africa,Somalia,20000,26100000,10000,10000,         <10000,20000,         <10000,         <10000,26170000
1162,2050,Sub-Saharan Africa,South Africa,48550000,1580000,9330000,460000,90000,430000,200000,30000,60660000
1163,2050,Asia-Pacific,Korea,15920000,340000,22010000,50000,8620000,470000,110000,         <10000,47520000
1164,2050,Europe,Spain,34100000,3940000,13850000,120000,70000,150000,30000,60000,52310000
1165,2050,Asia-Pacific,Sri Lanka,1670000,3010000,         <10000,3430000,16310000,         <10000,         <10000,         <10000,24420000
1166,2050,Middle East-North Africa,Sudan,3830000,64720000,750000,         <10000,         <10000,2020000,         <10000,         <10000,71330000
1167,2050,Latin America-Caribbean,Suriname,370000,80000,60000,100000,         <10000,50000,10000,         <10000,670000
1168,2050,Sub-Saharan Africa,Swaziland,1470000,         <10000,140000,         <10000,         <10000,20000,         <10000,         <10000,1640000
1169,2050,Europe,Sweden,5730000,1350000,3590000,60000,130000,40000,40000,20000,10960000
1170,2050,Europe,Swaziland,4870000,600000,2230000,50000,60000,10000,20000,20000,7860000
1171,2050,Middle East-North Africa,Syria,1720000,31220000,680000,         <10000,         <10000,         <10000,         <10000,         <10000,33630000
1172,2050,Asia-Pacific,Taiwan,1310000,10000,3450000,         <10000,4130000,8520000,2740000,         <10000,20150000
1173,2050,Asia-Pacific,Tajikistan,260000,11800000,190000,         <10000,         <10000,         <10000,         <10000,         <10000,12280000
1174,2050,Sub-Saharan Africa,Tanzania,93550000,43250000,3190000,50000,         <10000,420000,20000,         <10000,140470000
1175,2050,Asia-Pacific,Thailand,720000,5610000,210000,120000,61190000,60000,         <10000,         <10000,67910000
